1	1132
2	1132
3	2456
4	1776
5	1560
6	2975
7	3144
8	3494
9	3888
10	4427
11	4822
12	4738
13	4638
14	4322
15	4044
16	3765
17	3511
18	3430
19	3414
20	3432
21	3517
22	3481
23	3646
24	3565
25	3609
26	3678
27	3623
28	3563
29	3635
30	3686
31	3852
32	3904
33	3903
34	3795
35	3954
36	3920
37	3883
38	3794
39	3732
40	3703
41	3469
42	3364
43	3201
44	3166
45	3123
46	2942
47	2856
48	2760
49	2653
50	2623
51	2566
52	2440
53	2366
54	2397
55	2269
56	2271
57	2209
58	2113
59	2208
60	2181
61	2070
62	1983
63	2013
64	2004
65	2025
66	2022
67	1902
68	1881
69	1868
70	1887
71	1893
72	1956
73	1847
74	1882
75	1888
76	1847
77	1858
78	1853
79	1808
80	1739
81	1741
82	1792
83	1725
84	1782
85	1609
86	1641
87	1573
88	1560
89	1453
90	1371
91	1374
92	1244
93	1141
94	988
95	994
96	919
97	816
98	855
99	706
100	670
101	671
102	595
103	551
104	505
105	535
106	496
107	481
108	455
109	430
110	453
111	451
112	476
113	515
114	547
115	580
116	579
117	781
118	845
119	935
120	1113
121	1253
122	1488
123	1590
124	1768
125	2045
126	2151
127	2265
128	2417
129	2506
130	2358
131	2398
132	2390
133	2254
134	2012
135	1913
136	1728
137	1399
138	1286
139	1026
140	882
141	703
142	605
143	444
144	362
145	250
146	227
147	166
148	125
149	80
150	66
151	67
152	29
153	34
154	17
155	22
156	15
157	15
158	13
159	20
160	11
161	18
162	15
163	7
164	11
165	13
166	15
167	11
168	9
169	12
170	12
171	13
172	14
173	13
174	12
175	10
176	15
177	6
178	8
179	12
180	6
181	11
182	11
183	7
184	7
185	11
186	12
187	8
188	13
189	6
190	1
191	17
192	12
193	16
194	11
195	8
196	10
197	7
198	7
199	17
200	12
201	4
202	11
203	13
204	9
205	10
206	8
207	10
208	7
209	4
210	8
211	10
212	9
213	7
214	5
215	4
216	10
217	9
218	3
219	10
220	12
221	9
222	7
223	11
224	10
225	2
226	8
227	7
228	11
229	8
230	3
231	9
232	11
233	4
234	12
235	12
236	3
237	7
238	7
239	4
240	5
241	5
242	3
243	3
244	4
245	5
246	11
247	4
248	8
249	6
250	2
251	5
252	1
253	7
254	4
255	6
256	4
257	4
258	3
259	2
260	3
261	2
262	5
263	2
264	5
265	3
266	4
267	7
268	3
269	4
270	7
271	3
272	1
273	3
274	7
275	4
276	4
277	6
278	6
279	4
280	5
281	3
282	3
283	6
284	2
285	3
286	4
287	5
288	4
289	2
290	2
291	4
292	4
293	3
294	4
295	3
296	3
297	0
298	4
299	1
300	1
301	3
302	2
303	2
304	2
305	4
306	1
307	2
308	2
309	3
310	3
311	3
312	2
313	4
314	2
315	0
316	2
317	2
318	3
319	1
320	2
321	2
322	1
323	2
324	1
325	3
326	2
327	2
328	2
329	3
330	1
331	1
332	4
333	2
334	0
335	2
336	1
337	2
338	2
339	1
340	0
341	2
342	1
343	1
344	1
345	2
346	1
347	1
348	1
349	1
350	1
351	1
352	1
353	2
354	0
355	1
356	2
357	2
358	0
359	1
360	0
361	2
362	1
363	1
364	2
365	0
366	0
367	2
368	0
369	1
370	1
371	1
372	1
373	2
374	0
375	2
376	0
377	4
378	0
379	1
380	1
381	1
382	0
383	0
384	0
385	0
386	2
387	0
388	1
389	0
390	2
391	0
392	1
393	0
394	1
395	0
396	0
397	3
398	0
399	0
