1	443
2	443
3	911
4	642
5	534
6	1005
7	1041
8	1184
9	1318
10	1447
11	1665
12	1593
13	1533
14	1430
15	1329
16	1270
17	1194
18	1127
19	1155
20	1151
21	1242
22	1157
23	1191
24	1241
25	1224
26	1241
27	1195
28	1191
29	1187
30	1218
31	1260
32	1314
33	1295
34	1255
35	1308
36	1263
37	1318
38	1254
39	1158
40	1241
41	1129
42	1122
43	1034
44	1042
45	1002
46	1002
47	958
48	964
49	895
50	841
51	862
52	840
53	789
54	796
55	779
56	751
57	710
58	717
59	758
60	755
61	665
62	671
63	642
64	660
65	669
66	696
67	657
68	633
69	623
70	653
71	614
72	657
73	613
74	623
75	646
76	578
77	606
78	613
79	612
80	580
81	606
82	587
83	593
84	627
85	538
86	548
87	522
88	513
89	486
90	446
91	485
92	424
93	364
94	334
95	343
96	290
97	298
98	268
99	257
100	231
101	234
102	211
103	190
104	195
105	194
106	173
107	172
108	149
109	144
110	156
111	152
112	149
113	189
114	175
115	190
116	185
117	261
118	274
119	306
120	373
121	410
122	494
123	524
124	552
125	657
126	703
127	715
128	742
129	855
130	837
131	810
132	812
133	752
134	697
135	638
136	568
137	458
138	434
139	358
140	316
141	261
142	193
143	153
144	123
145	93
146	83
147	66
148	49
149	29
150	29
151	27
152	8
153	13
154	5
155	5
156	4
157	4
158	3
159	11
160	3
161	8
162	6
163	3
164	6
165	7
166	5
167	4
168	2
169	6
170	1
171	4
172	7
173	3
174	4
175	6
176	7
177	0
178	3
179	5
180	2
181	5
182	2
183	4
184	3
185	3
186	7
187	3
188	5
189	0
190	1
191	5
192	2
193	7
194	2
195	3
196	1
197	2
198	1
199	5
200	2
201	2
202	5
203	3
204	4
205	4
206	5
207	0
208	3
209	2
210	3
211	2
212	1
213	3
214	2
215	2
216	1
217	4
218	3
219	3
220	6
221	1
222	2
223	5
224	6
225	2
226	2
227	0
228	4
229	3
230	0
231	3
232	5
233	2
234	4
235	6
236	0
237	2
238	1
239	1
240	2
241	2
242	1
243	0
244	1
245	2
246	3
247	0
248	6
249	1
250	0
251	1
252	0
253	3
254	4
255	0
256	2
257	2
258	2
259	0
260	2
261	1
262	3
263	1
264	2
265	2
266	1
267	4
268	2
269	1
270	1
271	2
272	1
273	1
274	2
275	2
276	1
277	1
278	2
279	1
280	1
281	1
282	1
283	2
284	1
285	1
286	2
287	3
288	1
289	1
290	2
291	2
292	3
293	1
294	1
295	2
296	1
297	0
298	1
299	0
300	0
301	2
302	0
303	1
304	0
305	0
306	1
307	0
308	1
309	2
310	0
311	0
312	1
313	2
314	2
315	0
316	1
317	1
318	1
319	0
320	0
321	0
322	0
323	0
324	1
325	1
326	0
327	1
328	0
329	2
330	1
331	0
332	2
333	0
334	0
335	0
336	0
337	0
338	1
339	0
340	0
341	0
342	1
343	0
344	0
345	1
346	0
347	0
348	0
349	1
350	0
351	1
352	0
353	0
354	0
355	0
356	1
357	1
358	0
359	0
360	0
361	0
362	1
363	0
364	1
365	0
366	0
367	1
368	0
369	1
370	1
371	0
372	0
373	1
374	0
375	1
376	0
377	1
378	0
379	0
380	0
381	1
382	0
383	0
384	0
385	0
386	2
387	0
388	0
389	0
390	1
391	0
392	0
393	0
394	0
395	0
396	0
397	2
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	1
406	0
407	0
408	1
409	0
410	0
411	0
412	0
413	0
414	1
415	0
416	1
417	0
418	0
419	0
420	1
421	0
422	0
423	0
424	0
425	1
426	0
427	1
428	0
429	0
430	0
431	0
432	1
433	0
434	0
435	0
436	1
437	1
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	1
450	1
451	0
452	0
453	0
454	0
455	0
456	1
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	1
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	1
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	2
501	1
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	1
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	1
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	1
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
