1	789
2	789
3	1675
4	1229
5	1048
6	2000
7	2071
8	2351
9	2627
10	2960
11	3253
12	3156
13	3106
14	2883
15	2683
16	2487
17	2363
18	2281
19	2309
20	2316
21	2347
22	2306
23	2390
24	2396
25	2409
26	2436
27	2472
28	2402
29	2404
30	2448
31	2558
32	2604
33	2608
34	2546
35	2662
36	2579
37	2651
38	2505
39	2455
40	2473
41	2312
42	2274
43	2100
44	2122
45	2089
46	1988
47	1889
48	1839
49	1800
50	1739
51	1728
52	1684
53	1558
54	1584
55	1524
56	1497
57	1434
58	1399
59	1488
60	1478
61	1356
62	1319
63	1316
64	1349
65	1362
66	1374
67	1256
68	1253
69	1247
70	1287
71	1246
72	1289
73	1227
74	1234
75	1253
76	1248
77	1227
78	1232
79	1209
80	1151
81	1173
82	1169
83	1187
84	1217
85	1081
86	1099
87	1046
88	1047
89	971
90	949
91	913
92	824
93	761
94	666
95	682
96	608
97	583
98	558
99	474
100	447
101	454
102	391
103	381
104	356
105	365
106	332
107	341
108	313
109	287
110	299
111	301
112	315
113	340
114	359
115	380
116	376
117	500
118	556
119	603
120	767
121	803
122	952
123	1056
124	1127
125	1311
126	1395
127	1466
128	1584
129	1670
130	1572
131	1609
132	1615
133	1514
134	1375
135	1305
136	1164
137	934
138	883
139	701
140	617
141	509
142	391
143	316
144	243
145	170
146	159
147	119
148	82
149	55
150	49
151	50
152	14
153	24
154	9
155	16
156	9
157	6
158	9
159	17
160	6
161	13
162	11
163	6
164	8
165	11
166	9
167	7
168	4
169	9
170	5
171	11
172	12
173	8
174	7
175	9
176	11
177	1
178	5
179	8
180	4
181	8
182	8
183	5
184	5
185	6
186	12
187	5
188	9
189	4
190	1
191	13
192	4
193	10
194	6
195	6
196	6
197	7
198	5
199	13
200	7
201	2
202	8
203	8
204	6
205	7
206	7
207	7
208	5
209	4
210	4
211	5
212	7
213	4
214	5
215	2
216	5
217	7
218	3
219	9
220	8
221	6
222	4
223	11
224	8
225	2
226	6
227	4
228	9
229	5
230	1
231	8
232	9
233	2
234	6
235	8
236	2
237	4
238	5
239	3
240	3
241	2
242	2
243	1
244	2
245	3
246	7
247	2
248	8
249	3
250	1
251	4
252	1
253	6
254	4
255	2
256	3
257	3
258	3
259	1
260	2
261	1
262	4
263	2
264	4
265	3
266	4
267	4
268	3
269	3
270	6
271	2
272	1
273	2
274	6
275	2
276	2
277	3
278	6
279	2
280	1
281	1
282	3
283	3
284	1
285	3
286	3
287	4
288	3
289	2
290	2
291	4
292	3
293	1
294	2
295	2
296	2
297	0
298	4
299	0
300	1
301	2
302	1
303	2
304	2
305	1
306	1
307	0
308	1
309	3
310	2
311	2
312	1
313	4
314	2
315	0
316	1
317	2
318	1
319	1
320	0
321	2
322	1
323	1
324	1
325	3
326	0
327	1
328	1
329	3
330	1
331	0
332	3
333	1
334	0
335	1
336	1
337	0
338	2
339	1
340	0
341	0
342	1
343	0
344	1
345	2
346	1
347	1
348	1
349	1
350	1
351	1
352	0
353	0
354	0
355	0
356	1
357	2
358	0
359	1
360	0
361	2
362	1
363	1
364	2
365	0
366	0
367	2
368	0
369	1
370	1
371	0
372	1
373	1
374	0
375	2
376	0
377	2
378	0
379	1
380	0
381	1
382	0
383	0
384	0
385	0
386	2
387	0
388	1
389	0
390	1
391	0
392	0
393	0
394	1
395	0
396	0
397	2
